,City,Marka,Seri,Average Price
1346,GAZİANTEP ,Toyota,Corolla,200300
1347,GAZİANTEP ,Hyundai,Accent Blue,135950
1348,GAZİANTEP ,Hyundai,i20,137000
1349,GAZİANTEP ,Hyundai,Getz,62000
1350,GAZİANTEP ,Hyundai,Accent Era,85000
1351,GAZİANTEP ,Hyundai,Accent,43500
1352,GAZİANTEP ,Seat,Toledo,76500
1353,GAZİANTEP ,Opel,Astra,145500
1354,GAZİANTEP ,Opel,Vectra,71624
1355,GAZİANTEP ,Opel,Corsa,55833
1356,GAZİANTEP ,Citroen,C-Elysee,93000
1357,GAZİANTEP ,Citroen,C4,95000
1358,GAZİANTEP ,Citroen,C4 Grand Picasso,97500
1359,GAZİANTEP ,Citroen,C2,58500
1360,GAZİANTEP ,Skoda,Fabia,65450
1361,GAZİANTEP ,Skoda,Octavia,213000
1362,GAZİANTEP ,Peugeot,206,51375
1363,GAZİANTEP ,Peugeot,508,172000
1364,GAZİANTEP ,Volvo,S60,255000
1365,GAZİANTEP ,Volvo,S40,56000
1366,GAZİANTEP ,Volvo,V40,288000
1367,GAZİANTEP ,Audi,A4,247250
1368,GİRESUN ,Volkswagen,Passat,143700
1369,GİRESUN ,Volkswagen,Polo,144000
1370,GİRESUN ,Volkswagen,Jetta,210966
1371,GİRESUN ,Volkswagen,Golf,179142
1372,GİRESUN ,Volkswagen,Bora,70000
1373,GİRESUN ,Volkswagen,VW CC,213000
1374,GİRESUN ,Honda,Civic,105333
1375,GİRESUN ,Ford,Focus,119375
1376,GİRESUN ,Ford,Fusion,98000
1377,GİRESUN ,Ford,Fiesta,87500
1378,GİRESUN ,Renault,Clio,132780
1379,GİRESUN ,Renault,R 9,26750
1380,GİRESUN ,Renault,Fluence,129312
1381,GİRESUN ,Renault,Megane,111200
1382,GİRESUN ,Renault,Laguna,55950
1383,GİRESUN ,Renault,Symbol,79500
1384,GİRESUN ,Renault,Talisman,330000
1385,GİRESUN ,Tofaş,Doğan,38483
1386,GİRESUN ,Tofaş,Kartal,42600
1387,GİRESUN ,Chevrolet,Cruze,125000
1388,GİRESUN ,Chevrolet,Lacetti,73000
1389,GİRESUN ,Fiat,Linea,83166
1390,GİRESUN ,Fiat,Egea,155000
1391,GİRESUN ,Fiat,Punto,71500
1392,GİRESUN ,Fiat,Tipo,48500
1393,GİRESUN ,Fiat,126 Bis,32000
1394,GİRESUN ,Mercedes - Benz,E,303000
1395,GİRESUN ,Mercedes - Benz,CLA,355000
1396,GİRESUN ,BMW,3 Serisi,169550
1397,GİRESUN ,Dacia,Lodgy,115000
1398,GİRESUN ,Toyota,Corolla,117937
1399,GİRESUN ,Hyundai,Accent Blue,118000
1400,GİRESUN ,Hyundai,i20,123000
1401,GİRESUN ,Hyundai,i30,170250
1402,GİRESUN ,Hyundai,i20 Troy,89500
1403,GİRESUN ,Seat,Leon,85900
1404,GİRESUN ,Opel,Astra,163750
1405,GİRESUN ,Opel,Vectra,57500
1406,GİRESUN ,Opel,Corsa,89516
1407,GİRESUN ,Opel,Meriva,77500
1408,GİRESUN ,Citroen,C4 Picasso,103000
1409,GİRESUN ,Kia,Rio,174000
1410,GİRESUN ,Kia,Picanto,55750
1411,GİRESUN ,Kia,Carens,95000
1412,GİRESUN ,Peugeot,301,117000
1413,GİRESUN ,Peugeot,307,77000
1414,GİRESUN ,Peugeot,206,69000
1415,GİRESUN ,Peugeot,207,103000
1416,GİRESUN ,Audi,A4,140000
1417,GİRESUN ,Audi,A6,225000
1418,GİRESUN ,Nissan,Note,80000
1419,GİRESUN ,Nissan,Micra,129000
1420,GÜMÜŞHANE ,Volkswagen,Passat,190375
1421,GÜMÜŞHANE ,Volkswagen,Polo,145833
1422,GÜMÜŞHANE ,Volkswagen,Jetta,154666
1423,GÜMÜŞHANE ,Volkswagen,Golf,90375
1424,GÜMÜŞHANE ,Volkswagen,Bora,73000
1425,GÜMÜŞHANE ,Honda,Civic,126150
1426,GÜMÜŞHANE ,Ford,Focus,127200
1427,GÜMÜŞHANE ,Ford,C-Max,94000
1428,GÜMÜŞHANE ,Ford,Escort,42875
1429,GÜMÜŞHANE ,Renault,Clio,115500
1430,GÜMÜŞHANE ,Renault,R 9,25625
1431,GÜMÜŞHANE ,Renault,Megane,79250
1432,GÜMÜŞHANE ,Renault,R 19,44000
1433,GÜMÜŞHANE ,Renault,R 11,23000
1434,GÜMÜŞHANE ,Tofaş,Doğan,24950
1435,GÜMÜŞHANE ,Tofaş,Şahin,23500
1436,GÜMÜŞHANE ,Tofaş,Kartal,45000
1437,GÜMÜŞHANE ,Chevrolet,Aveo,90000
1438,GÜMÜŞHANE ,Chevrolet,Cruze,125000
1439,GÜMÜŞHANE ,Fiat,Linea,92333
1440,GÜMÜŞHANE ,Fiat,Egea,152666
1441,GÜMÜŞHANE ,Fiat,Tipo,33000
1442,GÜMÜŞHANE ,Fiat,Marea,62416
1443,GÜMÜŞHANE ,Mercedes - Benz,E,40000
1444,GÜMÜŞHANE ,Mercedes - Benz,S,200000
1445,GÜMÜŞHANE ,Mercedes - Benz,200,73000
1446,GÜMÜŞHANE ,Mercedes - Benz,B,150000
1447,GÜMÜŞHANE ,BMW,3 Serisi,130000
1448,GÜMÜŞHANE ,Dacia,Sandero,125500
1449,GÜMÜŞHANE ,Toyota,Corolla,123750
1450,GÜMÜŞHANE ,Toyota,Yaris,95000
1451,GÜMÜŞHANE ,Hyundai,Accent Blue,172500
1452,GÜMÜŞHANE ,Hyundai,i20,165500
1453,GÜMÜŞHANE ,Hyundai,i30,175500
1454,GÜMÜŞHANE ,Hyundai,Accent,47500
1455,GÜMÜŞHANE ,Seat,Ibiza,91550
1456,GÜMÜŞHANE ,Seat,Toledo,83000
1457,GÜMÜŞHANE ,Opel,Astra,107071
1458,GÜMÜŞHANE ,Opel,Vectra,70000
1459,GÜMÜŞHANE ,Opel,Corsa,129000
1460,GÜMÜŞHANE ,Skoda,Fabia,61000
1461,GÜMÜŞHANE ,Skoda,Octavia,187200
1462,GÜMÜŞHANE ,Skoda,Felicia,29750
1463,GÜMÜŞHANE ,Skoda,SuperB,233500
1464,GÜMÜŞHANE ,Peugeot,301,121500
1465,GÜMÜŞHANE ,Peugeot,206,44250
1466,GÜMÜŞHANE ,Audi,A3,325000
1467,GÜMÜŞHANE ,Audi,A6,190000
1468,GÜMÜŞHANE ,Mazda,3,95500
1469,GÜMÜŞHANE ,Daihatsu,Sirion,127000
1470,GÜMÜŞHANE ,Daihatsu,Applause,20000
1471,HAKKARİ ,Volkswagen,Passat,160166
1472,HAKKARİ ,Volkswagen,Jetta,168500
1473,HAKKARİ ,Volkswagen,Golf,133500
1474,HAKKARİ ,Volkswagen,Bora,88000
1475,HAKKARİ ,Volkswagen,VW CC,262500
1476,HAKKARİ ,Honda,Civic,136750
1477,HAKKARİ ,Honda,Jazz,78000
1478,HAKKARİ ,Ford,Focus,105142
1479,HAKKARİ ,Ford,Fiesta,76500
1480,HAKKARİ ,Renault,Clio,98000
1481,HAKKARİ ,Renault,Fluence,130357
1482,HAKKARİ ,Renault,Megane,62750
1483,HAKKARİ ,Renault,Symbol,79500
1484,HAKKARİ ,Tofaş,Şahin,21500
1485,HAKKARİ ,Chevrolet,Aveo,97000
1486,HAKKARİ ,Chevrolet,Cruze,105000
1487,HAKKARİ ,Fiat,Linea,76000
1488,HAKKARİ ,Fiat,Egea,141250
1489,HAKKARİ ,Mercedes - Benz,C,172500
1490,HAKKARİ ,BMW,3 Serisi,180000
1491,HAKKARİ ,BMW,5 Serisi,97250
1492,HAKKARİ ,Dacia,Sandero,110749
1493,HAKKARİ ,Dacia,Logan,65750
1494,HAKKARİ ,Toyota,Auris,98000
1495,HAKKARİ ,Toyota,Corolla,86635
1496,HAKKARİ ,Toyota,Avensis,50000
1497,HAKKARİ ,Hyundai,Accent Blue,137666
1498,HAKKARİ ,Hyundai,i20,139000
1499,HAKKARİ ,Hyundai,i30,143000
1500,HAKKARİ ,Hyundai,Accent Era,64500
1501,HAKKARİ ,Opel,Astra,132100
1502,HAKKARİ ,Opel,Corsa,131805
1503,HAKKARİ ,Citroen,Xsara,72500
1504,HAKKARİ ,Citroen,C4,118000
1505,HAKKARİ ,Skoda,Octavia,193333
1506,HAKKARİ ,Peugeot,301,128000
1507,HAKKARİ ,Peugeot,307,70000
1508,HAKKARİ ,Peugeot,206+,88000
1509,HAKKARİ ,Volvo,S40,136000
1510,HATAY ,Volkswagen,Passat,202000
1511,HATAY ,Volkswagen,Polo,93000
1512,HATAY ,Volkswagen,Jetta,126530
1513,HATAY ,Volkswagen,Golf,111800
1514,HATAY ,Volkswagen,Bora,63500
1515,HATAY ,Honda,Civic,191162
1516,HATAY ,Ford,Focus,117405
1517,HATAY ,Ford,Fiesta,81800
1518,HATAY ,Ford,Escort,37000
1519,HATAY ,Renault,Clio,79133
1520,HATAY ,Renault,Fluence,121833
1521,HATAY ,Renault,Megane,132860
1522,HATAY ,Renault,Latitude,138000
1523,HATAY ,Renault,Symbol,57750
1524,HATAY ,Tofaş,Doğan,39750
1525,HATAY ,Tofaş,Şahin,38500
1526,HATAY ,Chevrolet,Aveo,83000
1527,HATAY ,Chevrolet,Cruze,113000
1528,HATAY ,Fiat,Linea,85200
1529,HATAY ,Fiat,Egea,131500
1530,HATAY ,Fiat,Punto,81000
1531,HATAY ,Fiat,Uno,30000
1532,HATAY ,Fiat,Albea,49500
1533,HATAY ,Mercedes - Benz,E,72000
1534,HATAY ,Mercedes - Benz,CLA,285000
1535,HATAY ,Mercedes - Benz,CLS,535000
1536,HATAY ,Mercedes - Benz,200,52000
1537,HATAY ,Mercedes - Benz,300,56500
1538,HATAY ,BMW,3 Serisi,364000
1539,HATAY ,Toyota,Auris,159500
1540,HATAY ,Toyota,Corolla,112107
1541,HATAY ,Hyundai,Getz,85500
1542,HATAY ,Hyundai,Accent Era,82000
1543,HATAY ,Hyundai,Accent,50500
1544,HATAY ,Opel,Astra,99500
1545,HATAY ,Opel,Vectra,48900
1546,HATAY ,Opel,Corsa,109000
1547,HATAY ,Opel,Insignia,255900
1548,HATAY ,Citroen,C-Elysee,139750
1549,HATAY ,Skoda,Octavia,233450
1550,HATAY ,Peugeot,301,116500
1551,HATAY ,Peugeot,307,58000
1552,HATAY ,Volvo,S40,50000
1553,HATAY ,Audi,A3,295000
1554,HATAY ,Audi,A6,420000
1555,HATAY ,Nissan,Micra,102500
1556,HATAY ,Alfa Romeo,156,55000
1557,HATAY ,MINI,Cooper Clubman,117500
1558,ISPARTA ,Volkswagen,Passat,185375
1559,ISPARTA ,Volkswagen,Polo,88680
1560,ISPARTA ,Volkswagen,Jetta,130500
1561,ISPARTA ,Volkswagen,Golf,104250
1562,ISPARTA ,Volkswagen,Bora,78000
1563,ISPARTA ,Volkswagen,VW CC,249750
1564,ISPARTA ,Volkswagen,Scirocco,175000
1565,ISPARTA ,Honda,Civic,82575
1566,ISPARTA ,Ford,Focus,116250
1567,ISPARTA ,Ford,Fiesta,95250
1568,ISPARTA ,Ford,C-Max,133000
1569,ISPARTA ,Ford,Mondeo,85800
1570,ISPARTA ,Renault,Clio,144900
1571,ISPARTA ,Renault,R 12,21500
1572,ISPARTA ,Renault,R 9,29750
1573,ISPARTA ,Renault,Fluence,110750
1574,ISPARTA ,Renault,Megane,156000
1575,ISPARTA ,Renault,Symbol,81333
1576,ISPARTA ,Renault,R 19,32000
1577,ISPARTA ,Tofaş,Doğan,45000
1578,ISPARTA ,Tofaş,Şahin,32000
1579,ISPARTA ,Chevrolet,Aveo,95000
1580,ISPARTA ,Fiat,Linea,104475
1581,ISPARTA ,Fiat,Egea,129750
1582,ISPARTA ,Fiat,Punto,94000
1583,ISPARTA ,Fiat,Uno,30000
1584,ISPARTA ,Fiat,Tempra,32000
1585,ISPARTA ,Mercedes - Benz,190,59875
1586,ISPARTA ,Mercedes - Benz,CLA,335000
1587,ISPARTA ,Mercedes - Benz,B,350000
1588,ISPARTA ,BMW,3 Serisi,175750
1589,ISPARTA ,Dacia,Sandero,144750
1590,ISPARTA ,Toyota,Corolla,112216
1591,ISPARTA ,Hyundai,Accent Blue,145250
1592,ISPARTA ,Hyundai,Getz,88000
1593,ISPARTA ,Hyundai,Elantra,167000
1594,ISPARTA ,Hyundai,Accent,46250
1595,ISPARTA ,Seat,Leon,205000
1596,ISPARTA ,Opel,Astra,123678
1597,ISPARTA ,Opel,Vectra,48500
1598,ISPARTA ,Opel,Corsa,97850
1599,ISPARTA ,Opel,Insignia,132000
1600,ISPARTA ,Citroen,C5,83500
1601,ISPARTA ,Citroen,C3,61250
1602,ISPARTA ,Citroen,C4,76500
1603,ISPARTA ,Kia,Ceed,211800
1604,ISPARTA ,Kia,Sephia,35000
1605,ISPARTA ,Skoda,Octavia,140000
1606,ISPARTA ,Skoda,SuperB,249750
1607,ISPARTA ,Skoda,Rapid,184800
1608,ISPARTA ,Volvo,S40,64000
1609,ISPARTA ,Audi,A3,252500
1610,ISPARTA ,Nissan,Note,105000
1611,ISPARTA ,Alfa Romeo,Giulia,660000
1612,MERSİN ,Volkswagen,Passat,327500
1613,MERSİN ,Volkswagen,Polo,156458
1614,MERSİN ,Volkswagen,Jetta,199500
1615,MERSİN ,Volkswagen,Golf,78000
1616,MERSİN ,Honda,Civic,110600
1617,MERSİN ,Ford,Focus,178780
1618,MERSİN ,Ford,Fusion,90000
1619,MERSİN ,Ford,Fiesta,83041
1620,MERSİN ,Ford,C-Max,138500
1621,MERSİN ,Ford,B-Max,136250
1622,MERSİN ,Renault,Clio,90340
1623,MERSİN ,Renault,R 9,36875
1624,MERSİN ,Renault,Fluence,123000
1625,MERSİN ,Renault,Megane,169800
1626,MERSİN ,Renault,Symbol,100000
1627,MERSİN ,Renault,R 19,29500
1628,MERSİN ,Chevrolet,Kalos,65950
1629,MERSİN ,Fiat,Linea,61950
1630,MERSİN ,Fiat,Egea,147900
1631,MERSİN ,Fiat,Palio,66950
1632,MERSİN ,Fiat,Punto,75000
1633,MERSİN ,Fiat,Tempra,27000
1634,MERSİN ,Mercedes - Benz,C,323966
1635,MERSİN ,BMW,3 Serisi,110000
1636,MERSİN ,BMW,5 Serisi,546600
1637,MERSİN ,BMW,4 Serisi,455000
1638,MERSİN ,Dacia,Sandero,144250
1639,MERSİN ,Dacia,Lodgy,122000
1640,MERSİN ,Toyota,Corolla,126750
1641,MERSİN ,Hyundai,Accent Blue,87000
1642,MERSİN ,Hyundai,i20,125975
1643,MERSİN ,Hyundai,i30,110000
1644,MERSİN ,Hyundai,Elantra,64950
1645,MERSİN ,Hyundai,Accent,54875
1646,MERSİN ,Hyundai,Sonata,121500
1647,MERSİN ,Seat,Toledo,144000
1648,MERSİN ,Opel,Astra,104290
1649,MERSİN ,Opel,Corsa,187900
1650,MERSİN ,Skoda,Octavia,185000
1651,MERSİN ,Skoda,SuperB,252500
1652,MERSİN ,Skoda,Rapid,185000
1653,MERSİN ,Peugeot,106,36000
1654,MERSİN ,Peugeot,308,96500
1655,MERSİN ,Peugeot,208,199300
1656,MERSİN ,Audi,A3,237750
1657,MERSİN ,Audi,A6,560000
1658,MERSİN ,Suzuki,Swift,43500
1659,İSTANBUL ,Volkswagen,Passat,243857
1660,İSTANBUL ,Volkswagen,Polo,143518
1661,İSTANBUL ,Volkswagen,Jetta,182875
1662,İSTANBUL ,Volkswagen,Golf,157708
1663,İSTANBUL ,Volkswagen,VW CC,310000
1664,İSTANBUL ,Volkswagen,Scirocco,200450
1665,İSTANBUL ,Volkswagen,Passat Variant,160000
1666,İSTANBUL ,Honda,Civic,193400
1667,İSTANBUL ,Honda,Accord,36000
1668,İSTANBUL ,Ford,Focus,146992
1669,İSTANBUL ,Ford,Mondeo,122000
1670,İSTANBUL ,Ford,S-Max,122000
1671,İSTANBUL ,Renault,Clio,106755
1672,İSTANBUL ,Renault,Fluence,136115
1673,İSTANBUL ,Renault,Megane,185940
1674,İSTANBUL ,Renault,Symbol,92093
1675,İSTANBUL ,Renault,Modus,89500
1676,İSTANBUL ,Tofaş,Doğan,31000
1677,İSTANBUL ,Chevrolet,Aveo,86000
1678,İSTANBUL ,Chevrolet,Cruze,88750
1679,İSTANBUL ,Fiat,Linea,93400
1680,İSTANBUL ,Fiat,Egea,153583
1681,İSTANBUL ,Fiat,Punto,89533
1682,İSTANBUL ,Fiat,Albea,65166
1683,İSTANBUL ,Fiat,Marea,45000
1684,İSTANBUL ,Fiat,Bravo,94250
1685,İSTANBUL ,Mercedes - Benz,E,478760
1686,İSTANBUL ,Mercedes - Benz,C,473428
1687,İSTANBUL ,Mercedes - Benz,CLA,372625
1688,İSTANBUL ,Mercedes - Benz,A,347750
1689,İSTANBUL ,Mercedes - Benz,500,89750
1690,İSTANBUL ,BMW,3 Serisi,167412
1691,İSTANBUL ,BMW,1 Serisi,221000
1692,İSTANBUL ,BMW,5 Serisi,451750
1693,İSTANBUL ,BMW,4 Serisi,392500
1694,İSTANBUL ,BMW,2 Serisi,407500
1695,İSTANBUL ,Dacia,Logan,89225
1696,İSTANBUL ,Dacia,Lodgy,158000
1697,İSTANBUL ,Toyota,Auris,168000
1698,İSTANBUL ,Toyota,Corolla,119750
1699,İSTANBUL ,Hyundai,Accent Blue,133410
1700,İSTANBUL ,Hyundai,i20,140350
1701,İSTANBUL ,Hyundai,i30,142500
1702,İSTANBUL ,Hyundai,Accent Era,78000
1703,İSTANBUL ,Hyundai,Elantra,176500
1704,İSTANBUL ,Hyundai,i20 Troy,80000
1705,İSTANBUL ,Hyundai,Sonata,36500
1706,İSTANBUL ,Seat,Leon,249375
1707,İSTANBUL ,Seat,Ibiza,137500
1708,İSTANBUL ,Opel,Astra,147504
1709,İSTANBUL ,Opel,Corsa,124085
1710,İSTANBUL ,Opel,Insignia,235833
1711,İSTANBUL ,Citroen,C3,104750
1712,İSTANBUL ,Citroen,C-Elysee,116981
1713,İSTANBUL ,Kia,Ceed,203622
1714,İSTANBUL ,Kia,Carnival,92500
1715,İSTANBUL ,Skoda,Octavia,221541
1716,İSTANBUL ,Skoda,SuperB,306828
1717,İSTANBUL ,Skoda,Rapid,175000
1718,İSTANBUL ,Skoda,Scala,291900
1719,İSTANBUL ,Peugeot,301,98820
1720,İSTANBUL ,Peugeot,206,67500
1721,İSTANBUL ,Peugeot,308,164000
1722,İSTANBUL ,Peugeot,508,145375
1723,İSTANBUL ,Volvo,S60,214518
1724,İSTANBUL ,Audi,A3,229200
1725,İSTANBUL ,Audi,A4,518300
1726,İSTANBUL ,Audi,A6,595900
1727,İSTANBUL ,Audi,A7,830000
1728,İSTANBUL ,Mazda,323,26000
1729,İSTANBUL ,Mazda,3,105000
1730,İSTANBUL ,Mazda,MX,418000
1731,İSTANBUL ,Nissan,Micra,131950
1732,İSTANBUL ,Nissan,Laurel Altima,26500
1733,İSTANBUL ,Alfa Romeo,MiTo,124750
1734,İSTANBUL ,Suzuki,Swift,99900
1735,İSTANBUL ,Suzuki,Baleno,151000
1736,İSTANBUL ,Suzuki,SX4,86000
1737,İSTANBUL ,Jaguar,X-Type,161000
1738,İSTANBUL ,Jaguar,XF,228500
1739,İSTANBUL ,MINI,Cooper,248000
1740,İSTANBUL ,MINI,Cooper Clubman,115000
1741,İSTANBUL ,MINI,Cooper S,253000
1742,İSTANBUL ,Porsche,Panamera,949000
1743,İZMİR ,Volkswagen,Passat,202333
1744,İZMİR ,Volkswagen,Polo,78166
1745,İZMİR ,Volkswagen,Golf,146000
1746,İZMİR ,Volkswagen,Scirocco,145000
1747,İZMİR ,Volkswagen,New Beetle,194500
1748,İZMİR ,Honda,Civic,189750
1749,İZMİR ,Ford,Focus,109250
1750,İZMİR ,Ford,Fiesta,107250
1751,İZMİR ,Renault,Clio,120107
1752,İZMİR ,Renault,Fluence,127950
1753,İZMİR ,Renault,Megane,143166
1754,İZMİR ,Renault,Symbol,119766
1755,İZMİR ,Renault,Scenic,82000
1756,İZMİR ,Tofaş,Doğan,40000
1757,İZMİR ,Tofaş,Şahin,23400
1758,İZMİR ,Fiat,Linea,93260
1759,İZMİR ,Fiat,Egea,137400
1760,İZMİR ,Fiat,Palio,52000
1761,İZMİR ,Fiat,Punto,106000
1762,İZMİR ,Fiat,500 Ailesi,155000
1763,İZMİR ,Mercedes - Benz,E,98000
1764,İZMİR ,Mercedes - Benz,C,386266
1765,İZMİR ,BMW,3 Serisi,181250
1766,İZMİR ,BMW,5 Serisi,302750
1767,İZMİR ,Dacia,Lodgy,89900
1768,İZMİR ,Toyota,Corolla,152187
1769,İZMİR ,Hyundai,i20,127500
1770,İZMİR ,Hyundai,Getz,81000
1771,İZMİR ,Hyundai,Accent,79950
1772,İZMİR ,Opel,Astra,143560
1773,İZMİR ,Opel,Vectra,37000
1774,İZMİR ,Opel,Corsa,88625
1775,İZMİR ,Citroen,C5,95000
1776,İZMİR ,Citroen,C3,204000
1777,İZMİR ,Citroen,C-Elysee,117966
1778,İZMİR ,Peugeot,208,96900
1779,İZMİR ,Audi,A3,279000
1780,İZMİR ,Audi,A5,360000
1781,İZMİR ,Audi,A4,305000
1782,İZMİR ,Nissan,Altima,33500
1783,İZMİR ,Mitsubishi,Colt,103500
1784,İZMİR ,MINI,Cooper,195000
1785,KARS ,Volkswagen,Passat,146500
1786,KARS ,Volkswagen,Polo,112000
1787,KARS ,Volkswagen,Jetta,214999
1788,KARS ,Volkswagen,Golf,103000
1789,KARS ,Honda,Civic,222833
1790,KARS ,Ford,Focus,149285
1791,KARS ,Ford,Fiesta,146000
1792,KARS ,Renault,Clio,103333
1793,KARS ,Renault,R 9,22000
1794,KARS ,Renault,Fluence,134000
1795,KARS ,Renault,Megane,99000
1796,KARS ,Renault,Symbol,91500
1797,KARS ,Renault,R 19,47333
1798,KARS ,Renault,Scenic,52000
1799,KARS ,Tofaş,Şahin,28625
1800,KARS ,Chevrolet,Lacetti,67500
1801,KARS ,Fiat,Linea,87625
1802,KARS ,Fiat,Egea,143500
1803,KARS ,Fiat,Palio,43000
1804,KARS ,Fiat,Punto,115000
1805,KARS ,Fiat,Tipo,37000
1806,KARS ,Fiat,Albea,55000
1807,KARS ,Fiat,Marea,40000
1808,KARS ,Fiat,500 Ailesi,200000
1809,KARS ,Mercedes - Benz,CLA,585000
1810,KARS ,Dacia,Sandero,80500
1811,KARS ,Dacia,Logan,61500
1812,KARS ,Toyota,Corolla,115250
1813,KARS ,Toyota,Avensis,135000
1814,KARS ,Hyundai,i20,149000
1815,KARS ,Hyundai,Getz,72000
1816,KARS ,Hyundai,Accent Era,63500
1817,KARS ,Hyundai,Elantra,175250
1818,KARS ,Hyundai,Accent,52750
1819,KARS ,Seat,Leon,165000
1820,KARS ,Seat,Ibiza,140000
1821,KARS ,Opel,Astra,153311
1822,KARS ,Opel,Vectra,67000
1823,KARS ,Opel,Corsa,125000
1824,KARS ,Opel,Insignia,159333
1825,KARS ,Opel,Zafira,215000
1826,KARS ,Citroen,C5,71500
1827,KARS ,Skoda,Octavia,189416
1828,KARS ,Skoda,Favorit,23500
1829,KARS ,Peugeot,301,128250
1830,KARS ,Peugeot,206+,86500
1831,KARS ,Peugeot,407,110000
1832,KARS ,Audi,A6,430000
1833,KARS ,Lada,Vega,28500
1834,KARS ,Nissan,Micra,61000
1835,KARS ,Mitsubishi,Lancer,92000
1836,KASTAMONU ,Volkswagen,Passat,405000
1837,KASTAMONU ,Volkswagen,Polo,114200
1838,KASTAMONU ,Volkswagen,Jetta,155000
1839,KASTAMONU ,Volkswagen,Golf,217000
1840,KASTAMONU ,Volkswagen,Bora,80000
1841,KASTAMONU ,Ford,Focus,110680
1842,KASTAMONU ,Ford,Fusion,85000
1843,KASTAMONU ,Ford,Fiesta,133333
1844,KASTAMONU ,Ford,Taunus,45000
1845,KASTAMONU ,Ford,C-Max,103000
1846,KASTAMONU ,Ford,Escort,31500
1847,KASTAMONU ,Renault,Clio,115000
1848,KASTAMONU ,Renault,R 9,37083
1849,KASTAMONU ,Renault,Fluence,155750
1850,KASTAMONU ,Renault,Megane,125625
1851,KASTAMONU ,Renault,Symbol,98580
1852,KASTAMONU ,Renault,R 19,40000
1853,KASTAMONU ,Tofaş,Doğan,36916
1854,KASTAMONU ,Tofaş,Şahin,37500
1855,KASTAMONU ,Tofaş,Murat,22000
1856,KASTAMONU ,Fiat,Linea,99589
1857,KASTAMONU ,Fiat,Egea,156375
1858,KASTAMONU ,Fiat,Palio,67750
1859,KASTAMONU ,Fiat,Stilo,59900
1860,KASTAMONU ,Fiat,Tempra,36750
1861,KASTAMONU ,Fiat,Siena,39950
1862,KASTAMONU ,Fiat,Marea,62666
1863,KASTAMONU ,Mercedes - Benz,C,318500
1864,KASTAMONU ,Mercedes - Benz,190,85000
1865,KASTAMONU ,Mercedes - Benz,500,108000
1866,KASTAMONU ,BMW,3 Serisi,55000
1867,KASTAMONU ,BMW,5 Serisi,269000
1868,KASTAMONU ,Dacia,Logan,49250
1869,KASTAMONU ,Toyota,Corolla,176500
1870,KASTAMONU ,Toyota,Yaris,85250
1871,KASTAMONU ,Toyota,Avensis,161000
1872,KASTAMONU ,Hyundai,Accent Blue,144000
1873,KASTAMONU ,Hyundai,i20,135250
1874,KASTAMONU ,Hyundai,i30,252500
1875,KASTAMONU ,Hyundai,Getz,76750
1876,KASTAMONU ,Hyundai,Accent Era,88500
1877,KASTAMONU ,Seat,Toledo,139500
1878,KASTAMONU ,Opel,Astra,134750
1879,KASTAMONU ,Opel,Vectra,54689
1880,KASTAMONU ,Citroen,C5,141825
1881,KASTAMONU ,Citroen,C3,117500
1882,KASTAMONU ,Citroen,C4,131750
1883,KASTAMONU ,Kia,Ceed,90000
1884,KASTAMONU ,Peugeot,301,110000
1885,KASTAMONU ,Peugeot,206,76500
1886,KASTAMONU ,Audi,A3,225900
1887,KASTAMONU ,Audi,A6,725000
1888,KASTAMONU ,Mazda,Lantis,46500
1889,KASTAMONU ,Lada,Vega,34000
1890,KAYSERİ ,Volkswagen,Passat,294375
1891,KAYSERİ ,Volkswagen,Polo,108200
1892,KAYSERİ ,Volkswagen,Jetta,165850
1893,KAYSERİ ,Volkswagen,Golf,265000
1894,KAYSERİ ,Honda,Civic,168050
1895,KAYSERİ ,Ford,Focus,133887
1896,KAYSERİ ,Ford,Fiesta,87750
1897,KAYSERİ ,Ford,Escort,26000
1898,KAYSERİ ,Renault,Clio,69500
1899,KAYSERİ ,Renault,R 12,25000
1900,KAYSERİ ,Renault,Fluence,130500
1901,KAYSERİ ,Renault,Laguna,50000
1902,KAYSERİ ,Renault,Symbol,105450
1903,KAYSERİ ,Tofaş,Doğan,34866
1904,KAYSERİ ,Chevrolet,Cruze,94900
1905,KAYSERİ ,Chevrolet,Rezzo,66500
1906,KAYSERİ ,Fiat,Linea,90750
1907,KAYSERİ ,Fiat,Egea,133000
1908,KAYSERİ ,Fiat,Brava,48500
1909,KAYSERİ ,Fiat,Uno,32625
1910,KAYSERİ ,Fiat,Siena,46625
1911,KAYSERİ ,Mercedes - Benz,E,540250
1912,KAYSERİ ,BMW,3 Serisi,379000
1913,KAYSERİ ,BMW,5 Serisi,176500
1914,KAYSERİ ,Toyota,Corolla,130000
1915,KAYSERİ ,Toyota,Starlet,50000
1916,KAYSERİ ,Hyundai,Accent Blue,128000
1917,KAYSERİ ,Hyundai,Accent Era,95000
1918,KAYSERİ ,Hyundai,Elantra,148500
1919,KAYSERİ ,Hyundai,Accent,49716
1920,KAYSERİ ,Hyundai,Excel,29500
1921,KAYSERİ ,Seat,Leon,117600
1922,KAYSERİ ,Opel,Astra,111664
1923,KAYSERİ ,Opel,Vectra,56500
1924,KAYSERİ ,Opel,Corsa,50400
1925,KAYSERİ ,Opel,Insignia,157000
1926,KAYSERİ ,Citroen,C3,77000
