,City,Marka,Seri,Average Price
2495,NEVŞEHİR ,BMW,3 Serisi,242500
2496,NEVŞEHİR ,BMW,5 Serisi,59000
2497,NEVŞEHİR ,Hyundai,i20,166966
2498,NEVŞEHİR ,Hyundai,Getz,62000
2499,NEVŞEHİR ,Seat,Leon,156500
2500,NEVŞEHİR ,Seat,Ibiza,112050
2501,NEVŞEHİR ,Seat,Toledo,69750
2502,NEVŞEHİR ,Opel,Astra,91000
2503,NEVŞEHİR ,Opel,Vectra,32000
2504,NEVŞEHİR ,Opel,Insignia,211750
2505,NEVŞEHİR ,Skoda,SuperB,465000
2506,NEVŞEHİR ,Skoda,Favorit,22900
2507,NEVŞEHİR ,Peugeot,307,51500
2508,NEVŞEHİR ,Audi,A4,91000
2509,NEVŞEHİR ,Audi,A6,127500
2510,NEVŞEHİR ,Alfa Romeo,145,33000
2511,NEVŞEHİR ,Suzuki,Splash,90000
2512,NEVŞEHİR ,Mitsubishi,Lancer,126600
2513,NEVŞEHİR ,MINI,Cooper Clubman,79750
2514,NİĞDE ,Volkswagen,Passat,213000
2515,NİĞDE ,Volkswagen,Polo,147000
2516,NİĞDE ,Volkswagen,Jetta,132833
2517,NİĞDE ,Volkswagen,Golf,210000
2518,NİĞDE ,Volkswagen,Bora,67500
2519,NİĞDE ,Honda,Civic,122483
2520,NİĞDE ,Honda,Jazz,84500
2521,NİĞDE ,Ford,Focus,93250
2522,NİĞDE ,Ford,Fiesta,89000
2523,NİĞDE ,Renault,Clio,63000
2524,NİĞDE ,Renault,R 12,25650
2525,NİĞDE ,Renault,R 9,28300
2526,NİĞDE ,Renault,Megane,53750
2527,NİĞDE ,Renault,Laguna,65000
2528,NİĞDE ,Renault,Symbol,85000
2529,NİĞDE ,Renault,R 19,43500
2530,NİĞDE ,Tofaş,Doğan,26750
2531,NİĞDE ,Tofaş,Şahin,26125
2532,NİĞDE ,Fiat,Linea,84875
2533,NİĞDE ,Fiat,Egea,125500
2534,NİĞDE ,Fiat,Brava,53000
2535,NİĞDE ,Fiat,Palio,50166
2536,NİĞDE ,Fiat,Punto,93750
2537,NİĞDE ,Fiat,Tempra,42500
2538,NİĞDE ,Fiat,Tipo,37666
2539,NİĞDE ,Fiat,Albea,49900
2540,NİĞDE ,BMW,3 Serisi,355000
2541,NİĞDE ,BMW,1 Serisi,114000
2542,NİĞDE ,BMW,5 Serisi,297500
2543,NİĞDE ,Dacia,Sandero,159000
2544,NİĞDE ,Dacia,Logan,67000
2545,NİĞDE ,Dacia,Solenza,36500
2546,NİĞDE ,Toyota,Corolla,127000
2547,NİĞDE ,Hyundai,Accent Blue,120500
2548,NİĞDE ,Hyundai,i20,137716
2549,NİĞDE ,Hyundai,i30,257500
2550,NİĞDE ,Hyundai,Getz,75500
2551,NİĞDE ,Hyundai,Accent,66500
2552,NİĞDE ,Seat,Leon,125583
2553,NİĞDE ,Opel,Astra,139166
2554,NİĞDE ,Opel,Vectra,68000
2555,NİĞDE ,Opel,Corsa,94812
2556,NİĞDE ,Opel,Zafira,78500
2557,NİĞDE ,Skoda,Favorit,24500
2558,NİĞDE ,Audi,A6,355900
2559,NİĞDE ,Nissan,Maxima,47500
2560,ORDU ,Volkswagen,Passat,255000
2561,ORDU ,Volkswagen,Polo,84000
2562,ORDU ,Volkswagen,Golf,184892
2563,ORDU ,Honda,Civic,155000
2564,ORDU ,Ford,Focus,139750
2565,ORDU ,Ford,Fiesta,82000
2566,ORDU ,Renault,Clio,81250
2567,ORDU ,Renault,R 12,32083
2568,ORDU ,Renault,R 9,30666
2569,ORDU ,Renault,Fluence,148750
2570,ORDU ,Renault,Megane,98250
2571,ORDU ,Renault,Symbol,82000
2572,ORDU ,Renault,R 19,43400
2573,ORDU ,Renault,Twingo,58500
2574,ORDU ,Tofaş,Doğan,29833
2575,ORDU ,Tofaş,Şahin,32800
2576,ORDU ,Tofaş,Kartal,27375
2577,ORDU ,Fiat,Punto,75000
2578,ORDU ,Fiat,Tempra,33875
2579,ORDU ,Fiat,Panda,54500
2580,ORDU ,Mercedes - Benz,E,360000
2581,ORDU ,Mercedes - Benz,C,205000
2582,ORDU ,BMW,3 Serisi,390000
2583,ORDU ,BMW,5 Serisi,138375
2584,ORDU ,Dacia,Logan,65000
2585,ORDU ,Toyota,Corolla,138000
2586,ORDU ,Hyundai,Getz,83875
2587,ORDU ,Hyundai,Matrix,80000
2588,ORDU ,Seat,Toledo,145000
2589,ORDU ,Opel,Astra,96500
2590,ORDU ,Opel,Vectra,60000
2591,ORDU ,Opel,Corsa,94000
2592,ORDU ,Opel,Zafira,90000
2593,ORDU ,Citroen,Saxo,33500
2594,ORDU ,Kia,Rio,80066
2595,ORDU ,Skoda,Favorit,23000
2596,ORDU ,Skoda,Rapid,185000
2597,ORDU ,Peugeot,301,113000
2598,ORDU ,Peugeot,307,75750
2599,ORDU ,Peugeot,206,64500
2600,ORDU ,Peugeot,207,90000
2601,ORDU ,Audi,A4,92500
2602,ORDU ,Alfa Romeo,146,31000
2603,ORDU ,Proton,415,50000
2604,RİZE ,Volkswagen,Passat,278000
2605,RİZE ,Volkswagen,Polo,99500
2606,RİZE ,Volkswagen,Jetta,152000
2607,RİZE ,Volkswagen,Golf,228250
2608,RİZE ,Volkswagen,VW CC,267553
2609,RİZE ,Honda,Civic,194466
2610,RİZE ,Ford,Focus,185000
2611,RİZE ,Ford,Taunus,40000
2612,RİZE ,Ford,Mondeo,115000
2613,RİZE ,Renault,Clio,109333
2614,RİZE ,Renault,R 9,33125
2615,RİZE ,Renault,Fluence,145475
2616,RİZE ,Renault,Megane,130875
2617,RİZE ,Renault,Laguna,55500
2618,RİZE ,Renault,Symbol,107050
2619,RİZE ,Renault,R 19,53000
2620,RİZE ,Tofaş,Kartal,31000
2621,RİZE ,Chevrolet,Aveo,105000
2622,RİZE ,Chevrolet,Cruze,120000
2623,RİZE ,Fiat,Linea,105000
2624,RİZE ,Fiat,Egea,135000
2625,RİZE ,Fiat,Punto,97500
2626,RİZE ,Fiat,Siena,35250
2627,RİZE ,Mercedes - Benz,E,476860
2628,RİZE ,Mercedes - Benz,C,435000
2629,RİZE ,BMW,3 Serisi,309750
2630,RİZE ,Dacia,Lodgy,118000
2631,RİZE ,Toyota,Corolla,155466
2632,RİZE ,Toyota,Yaris,139000
2633,RİZE ,Toyota,Avensis,59500
2634,RİZE ,Hyundai,Accent Blue,124138
2635,RİZE ,Hyundai,i20,98500
2636,RİZE ,Hyundai,Accent Era,82000
2637,RİZE ,Hyundai,Elantra,169750
2638,RİZE ,Hyundai,i10,99750
2639,RİZE ,Hyundai,Accent,55500
2640,RİZE ,Seat,Leon,226500
2641,RİZE ,Opel,Astra,178500
2642,RİZE ,Opel,Vectra,58000
2643,RİZE ,Opel,Corsa,63875
2644,RİZE ,Opel,Insignia,227500
2645,RİZE ,Citroen,C5,93250
2646,RİZE ,Citroen,C3,156000
2647,RİZE ,Citroen,C-Elysee,138000
2648,RİZE ,Citroen,C4,99000
2649,RİZE ,Kia,Cerato,88000
2650,RİZE ,Kia,Ceed,170000
2651,RİZE ,Skoda,Favorit,19500
2652,RİZE ,Peugeot,301,132500
2653,RİZE ,Peugeot,307,85000
2654,RİZE ,Peugeot,106,45000
2655,RİZE ,Peugeot,308,258000
2656,RİZE ,Audi,A4,445000
2657,RİZE ,Tata,Marina,45000
2658,SAKARYA ,Volkswagen,Passat,232700
2659,SAKARYA ,Volkswagen,Polo,118000
2660,SAKARYA ,Volkswagen,Jetta,140000
2661,SAKARYA ,Volkswagen,Golf,151375
2662,SAKARYA ,Volkswagen,VW CC,190875
2663,SAKARYA ,Honda,Civic,125725
2664,SAKARYA ,Ford,Fiesta,133000
2665,SAKARYA ,Ford,Escort,31000
2666,SAKARYA ,Renault,Clio,88580
2667,SAKARYA ,Renault,R 9,28562
2668,SAKARYA ,Renault,Fluence,99000
2669,SAKARYA ,Renault,Megane,174400
2670,SAKARYA ,Renault,Laguna,124750
2671,SAKARYA ,Renault,Symbol,86750
2672,SAKARYA ,Renault,Scenic,75000
2673,SAKARYA ,Renault,Twingo,32999
2674,SAKARYA ,Chevrolet,Cruze,120000
2675,SAKARYA ,Fiat,Linea,90000
2676,SAKARYA ,Fiat,Egea,143749
2677,SAKARYA ,Fiat,Punto,72000
2678,SAKARYA ,Fiat,Stilo,56000
2679,SAKARYA ,Mercedes - Benz,E,165000
2680,SAKARYA ,Mercedes - Benz,C,199750
2681,SAKARYA ,BMW,3 Serisi,339000
2682,SAKARYA ,BMW,5 Serisi,448000
2683,SAKARYA ,Toyota,Auris,126000
2684,SAKARYA ,Toyota,Corolla,105333
2685,SAKARYA ,Toyota,Avensis,92500
2686,SAKARYA ,Hyundai,Accent Blue,105000
2687,SAKARYA ,Hyundai,i20,100875
2688,SAKARYA ,Hyundai,Accent Era,87000
2689,SAKARYA ,Hyundai,Elantra,138666
2690,SAKARYA ,Seat,Ibiza,82000
2691,SAKARYA ,Seat,Cordoba,56500
2692,SAKARYA ,Opel,Astra,120100
2693,SAKARYA ,Opel,Vectra,75000
2694,SAKARYA ,Opel,Corsa,104550
2695,SAKARYA ,Citroen,C-Elysee,123500
2696,SAKARYA ,Kia,Rio,111111
2697,SAKARYA ,Kia,Ceed,119000
2698,SAKARYA ,Skoda,Fabia,128000
2699,SAKARYA ,Peugeot,307,79750
2700,SAKARYA ,Peugeot,308,90000
2701,SAKARYA ,Peugeot,306,43750
2702,SAKARYA ,Peugeot,405,36750
2703,SAKARYA ,Audi,A3,125000
2704,SAKARYA ,Audi,A4,145000
2705,SAKARYA ,MINI,One,111111
2706,SAMSUN ,Volkswagen,Passat,171400
2707,SAMSUN ,Volkswagen,Polo,113500
2708,SAMSUN ,Volkswagen,Jetta,171625
2709,SAMSUN ,Volkswagen,Golf,179400
2710,SAMSUN ,Honda,Civic,276714
2711,SAMSUN ,Honda,Jazz,136500
2712,SAMSUN ,Ford,Focus,108142
2713,SAMSUN ,Ford,Fiesta,122750
2714,SAMSUN ,Ford,Taunus,45000
2715,SAMSUN ,Renault,Clio,113500
2716,SAMSUN ,Renault,Fluence,128750
2717,SAMSUN ,Renault,Megane,103333
2718,SAMSUN ,Renault,Symbol,122000
2719,SAMSUN ,Renault,R 19,45000
2720,SAMSUN ,Renault,Scenic,104500
2721,SAMSUN ,Tofaş,Şahin,28750
2722,SAMSUN ,Chevrolet,Aveo,59500
2723,SAMSUN ,Fiat,Linea,90750
2724,SAMSUN ,Fiat,Egea,124750
2725,SAMSUN ,Fiat,Punto,123750
2726,SAMSUN ,Fiat,Tipo,29500
2727,SAMSUN ,Fiat,Albea,58500
2728,SAMSUN ,Mercedes - Benz,C,327250
2729,SAMSUN ,Mercedes - Benz,CLA,430000
2730,SAMSUN ,Mercedes - Benz,200,97499
2731,SAMSUN ,BMW,3 Serisi,354583
2732,SAMSUN ,BMW,5 Serisi,417000
2733,SAMSUN ,Toyota,Corolla,149072
2734,SAMSUN ,Toyota,Yaris,148500
2735,SAMSUN ,Hyundai,Elantra,209750
2736,SAMSUN ,Hyundai,Accent,62275
2737,SAMSUN ,Hyundai,Ioniq,268000
2738,SAMSUN ,Seat,Leon,217000
2739,SAMSUN ,Opel,Astra,126200
2740,SAMSUN ,Opel,Corsa,128500
2741,SAMSUN ,Opel,Insignia,228166
2742,SAMSUN ,Opel,Zafira,179000
2743,SAMSUN ,Citroen,C5,110000
2744,SAMSUN ,Skoda,Octavia,208000
2745,SAMSUN ,Peugeot,206,52000
2746,SAMSUN ,Peugeot,308,145000
2747,SAMSUN ,Peugeot,207,115000
2748,SAMSUN ,Audi,A3,249000
2749,SAMSUN ,Audi,A4,76750
2750,SAMSUN ,Audi,A6,237500
2751,SAMSUN ,Nissan,Micra,140500
2752,SAMSUN ,Alfa Romeo,156,64999
2753,SAMSUN ,Chrysler,300 C,257500
2754,SİİRT ,Volkswagen,Passat,228420
2755,SİİRT ,Volkswagen,Polo,185000
2756,SİİRT ,Volkswagen,Jetta,164625
2757,SİİRT ,Volkswagen,Golf,173625
2758,SİİRT ,Volkswagen,Bora,77000
2759,SİİRT ,Honda,Civic,202250
2760,SİİRT ,Honda,Accord,41000
2761,SİİRT ,Ford,Focus,137457
2762,SİİRT ,Ford,Fiesta,105000
2763,SİİRT ,Renault,Clio,122500
2764,SİİRT ,Renault,Fluence,124000
2765,SİİRT ,Renault,Megane,139333
2766,SİİRT ,Renault,Symbol,110250
2767,SİİRT ,Renault,R 19,32125
2768,SİİRT ,Tofaş,Doğan,39833
2769,SİİRT ,Tofaş,Şahin,30583
2770,SİİRT ,Chevrolet,Cruze,79000
2771,SİİRT ,Chevrolet,Lacetti,61500
2772,SİİRT ,Fiat,Egea,131333
2773,SİİRT ,Fiat,Punto,78000
2774,SİİRT ,Fiat,Tipo,32875
2775,SİİRT ,Mercedes - Benz,CLA,295000
2776,SİİRT ,BMW,5 Serisi,172000
2777,SİİRT ,Dacia,Logan,63000
2778,SİİRT ,Toyota,Auris,122500
2779,SİİRT ,Toyota,Corolla,154000
2780,SİİRT ,Toyota,Verso,108000
2781,SİİRT ,Hyundai,Accent Era,92000
2782,SİİRT ,Hyundai,Elantra,60500
2783,SİİRT ,Hyundai,Accent,42000
2784,SİİRT ,Seat,Leon,172500
2785,SİİRT ,Opel,Astra,111857
2786,SİİRT ,Opel,Vectra,37500
2787,SİİRT ,Opel,Corsa,64500
2788,SİİRT ,Opel,Omega,69000
2789,SİİRT ,Citroen,C-Elysee,122500
2790,SİİRT ,Kia,Rio,140000
2791,SİİRT ,Kia,Ceed,163500
2792,SİİRT ,Skoda,Felicia,36575
2793,SİİRT ,Peugeot,206,63500
2794,SİİRT ,Peugeot,308,199500
2795,SİİRT ,Audi,A3,345000
2796,SİİRT ,Audi,A4,322000
2797,SİİRT ,Nissan,Note,89000
2798,SİİRT ,Alfa Romeo,156,70000
2799,SİİRT ,Proton,Waja,49500
2800,SİNOP ,Volkswagen,Passat,196299
2801,SİNOP ,Volkswagen,Golf,149500
2802,SİNOP ,Honda,Civic,171000
2803,SİNOP ,Ford,Fiesta,95500
2804,SİNOP ,Ford,C-Max,85000
2805,SİNOP ,Renault,R 12,27500
2806,SİNOP ,Renault,R 9,30250
2807,SİNOP ,Renault,Fluence,158333
2808,SİNOP ,Renault,Megane,101214
2809,SİNOP ,Renault,Symbol,80500
2810,SİNOP ,Renault,R 19,45583
2811,SİNOP ,Tofaş,Doğan,26200
2812,SİNOP ,Tofaş,Kartal,35000
2813,SİNOP ,Tofaş,Serçe,32500
2814,SİNOP ,Chevrolet,Aveo,59000
2815,SİNOP ,Fiat,Linea,98718
2816,SİNOP ,Fiat,Egea,158750
2817,SİNOP ,Fiat,Palio,79500
2818,SİNOP ,Fiat,Siena,35500
2819,SİNOP ,Fiat,Albea,47500
2820,SİNOP ,Fiat,Marea,48475
2821,SİNOP ,Mercedes - Benz,E,190000
2822,SİNOP ,Mercedes - Benz,C,278750
2823,SİNOP ,BMW,3 Serisi,42500
2824,SİNOP ,Dacia,Sandero,137466
2825,SİNOP ,Dacia,Lodgy,125000
2826,SİNOP ,Toyota,Corolla,154750
2827,SİNOP ,Hyundai,i20,165125
2828,SİNOP ,Hyundai,Getz,74500
2829,SİNOP ,Hyundai,Elantra,199000
2830,SİNOP ,Seat,Ibiza,108000
2831,SİNOP ,Opel,Astra,119749
2832,SİNOP ,Opel,Corsa,99083
2833,SİNOP ,Citroen,C5,119500
2834,SİNOP ,Skoda,Fabia,69500
2835,SİNOP ,Skoda,SuperB,319000
2836,SİNOP ,Skoda,Favorit,24500
2837,SİNOP ,Peugeot,206,58250
2838,SİNOP ,Peugeot,207,97000
2839,SİNOP ,Peugeot,508,165000
2840,SİNOP ,Audi,A3,97000
2841,SİNOP ,Audi,A6,410000
2842,SİNOP ,Nissan,Primera,41000
2843,SİNOP ,Tata,Vista,67800
2844,SİVAS ,Volkswagen,Passat,329666
2845,SİVAS ,Volkswagen,Polo,95750
2846,SİVAS ,Volkswagen,Jetta,193250
2847,SİVAS ,Volkswagen,Golf,109000
2848,SİVAS ,Volkswagen,VW CC,219074
2849,SİVAS ,Honda,Civic,156000
2850,SİVAS ,Honda,Jazz,118000
2851,SİVAS ,Ford,Focus,157316
2852,SİVAS ,Ford,Fiesta,131500
2853,SİVAS ,Ford,Mondeo,111000
2854,SİVAS ,Renault,Clio,124400
2855,SİVAS ,Renault,R 12,32450
2856,SİVAS ,Renault,R 9,29750
2857,SİVAS ,Renault,Fluence,130000
2858,SİVAS ,Renault,Megane,133200
2859,SİVAS ,Renault,Laguna,73000
2860,SİVAS ,Renault,Symbol,89900
2861,SİVAS ,Renault,Talisman,335000
2862,SİVAS ,Tofaş,Şahin,31875
2863,SİVAS ,Chevrolet,Lacetti,57000
2864,SİVAS ,Fiat,Linea,76500
2865,SİVAS ,Fiat,Egea,134000
2866,SİVAS ,Fiat,Palio,42000
2867,SİVAS ,Fiat,Uno,26500
2868,SİVAS ,Fiat,Siena,46000
2869,SİVAS ,Fiat,Albea,67500
2870,SİVAS ,Fiat,Croma,15500
2871,SİVAS ,Mercedes - Benz,E,412500
2872,SİVAS ,Mercedes - Benz,C,257000
2873,SİVAS ,Mercedes - Benz,S,210000
2874,SİVAS ,BMW,3 Serisi,137500
2875,SİVAS ,BMW,5 Serisi,300500
2876,SİVAS ,Dacia,Sandero,90000
2877,SİVAS ,Toyota,Auris,138500
2878,SİVAS ,Toyota,Corolla,117916
2879,SİVAS ,Toyota,Avensis,153833
2880,SİVAS ,Hyundai,Accent Blue,136000
2881,SİVAS ,Hyundai,i20,153900
2882,SİVAS ,Hyundai,Getz,87000
2883,SİVAS ,Hyundai,Accent Era,82500
2884,SİVAS ,Hyundai,Accent,49000
2885,SİVAS ,Opel,Astra,100550
2886,SİVAS ,Opel,Corsa,87750
2887,SİVAS ,Kia,Cerato,81000
2888,SİVAS ,Kia,Rio,69500
2889,SİVAS ,Skoda,SuperB,285000
2890,SİVAS ,Peugeot,207,113000
2891,SİVAS ,Peugeot,208,118000
2892,SİVAS ,Volvo,S60,265500
2893,SİVAS ,Audi,A3,157000
2894,SİVAS ,Audi,A4,192000
2895,SİVAS ,Audi,A6,362500
2896,SİVAS ,Mazda,3,90750
2897,SİVAS ,Nissan,Micra,147000
2898,TEKİRDAĞ ,Volkswagen,Passat,314000
2899,TEKİRDAĞ ,Volkswagen,Polo,141350
2900,TEKİRDAĞ ,Volkswagen,Jetta,158500
2901,TEKİRDAĞ ,Volkswagen,Golf,165466
2902,TEKİRDAĞ ,Volkswagen,Bora,64999
2903,TEKİRDAĞ ,Honda,Civic,87825
2904,TEKİRDAĞ ,Ford,Focus,95250
2905,TEKİRDAĞ ,Ford,Fiesta,92250
2906,TEKİRDAĞ ,Ford,C-Max,95000
2907,TEKİRDAĞ ,Ford,Escort,33000
2908,TEKİRDAĞ ,Renault,Clio,121000
2909,TEKİRDAĞ ,Renault,R 9,24916
2910,TEKİRDAĞ ,Renault,Megane,152500
2911,TEKİRDAĞ ,Renault,Laguna,135000
2912,TEKİRDAĞ ,Renault,Symbol,122000
2913,TEKİRDAĞ ,Renault,R 19,50000
2914,TEKİRDAĞ ,Tofaş,Şahin,24000
2915,TEKİRDAĞ ,Chevrolet,Lacetti,69000
2916,TEKİRDAĞ ,Fiat,Linea,88633
2917,TEKİRDAĞ ,Fiat,Egea,151000
2918,TEKİRDAĞ ,Fiat,Punto,93375
2919,TEKİRDAĞ ,Fiat,Uno,38500
2920,TEKİRDAĞ ,Fiat,Tipo,37500
2921,TEKİRDAĞ ,Mercedes - Benz,E,308500
2922,TEKİRDAĞ ,Mercedes - Benz,A,240000
2923,TEKİRDAĞ ,BMW,3 Serisi,211000
2924,TEKİRDAĞ ,Dacia,Sandero,125000
2925,TEKİRDAĞ ,Toyota,Auris,102000
2926,TEKİRDAĞ ,Toyota,Corolla,121810
2927,TEKİRDAĞ ,Toyota,Yaris,143250
2928,TEKİRDAĞ ,Toyota,Avensis,90000
2929,TEKİRDAĞ ,Hyundai,Accent Blue,141666
2930,TEKİRDAĞ ,Hyundai,i20,133666
2931,TEKİRDAĞ ,Hyundai,Getz,77500
2932,TEKİRDAĞ ,Hyundai,Accent Era,79750
2933,TEKİRDAĞ ,Hyundai,Elantra,180000
2934,TEKİRDAĞ ,Hyundai,Accent,32750
2935,TEKİRDAĞ ,Seat,Leon,230000
2936,TEKİRDAĞ ,Opel,Astra,116571
2937,TEKİRDAĞ ,Opel,Vectra,80000
2938,TEKİRDAĞ ,Opel,Corsa,100000
2939,TEKİRDAĞ ,Opel,Insignia,133000
2940,TEKİRDAĞ ,Citroen,C3,135000
2941,TEKİRDAĞ ,Citroen,C4,124000
2942,TEKİRDAĞ ,Kia,Ceed,154000
2943,TEKİRDAĞ ,Skoda,Fabia,159950
2944,TEKİRDAĞ ,Peugeot,307,69000
2945,TEKİRDAĞ ,Peugeot,206,60750
2946,TEKİRDAĞ ,Nissan,Note,124000
2947,TOKAT ,Volkswagen,Passat,234612
2948,TOKAT ,Volkswagen,Polo,170950
2949,TOKAT ,Volkswagen,Jetta,179983
2950,TOKAT ,Volkswagen,Golf,181600
2951,TOKAT ,Volkswagen,Bora,50000
2952,TOKAT ,Honda,Civic,196626
2953,TOKAT ,Ford,Focus,142750
2954,TOKAT ,Ford,Fusion,110000
2955,TOKAT ,Ford,Fiesta,168000
2956,TOKAT ,Renault,Clio,105408
2957,TOKAT ,Renault,R 12,45750
2958,TOKAT ,Renault,R 9,41000
2959,TOKAT ,Renault,Fluence,128062
2960,TOKAT ,Renault,Megane,132550
2961,TOKAT ,Renault,Symbol,135000
2962,TOKAT ,Renault,R 19,37000
2963,TOKAT ,Renault,Talisman,250000
2964,TOKAT ,Tofaş,Şahin,35000
2965,TOKAT ,Chevrolet,Cruze,114666
2966,TOKAT ,Chevrolet,Lacetti,80000
2967,TOKAT ,Fiat,Linea,70500
2968,TOKAT ,Fiat,Tempra,32500
2969,TOKAT ,Mercedes - Benz,E,347000
2970,TOKAT ,Mercedes - Benz,C,137500
2971,TOKAT ,BMW,5 Serisi,435250
2972,TOKAT ,Dacia,Sandero,106500
2973,TOKAT ,Toyota,Corolla,134750
2974,TOKAT ,Toyota,Yaris,74500
2975,TOKAT ,Toyota,Avensis,186000
2976,TOKAT ,Hyundai,Getz,62500
2977,TOKAT ,Hyundai,Accent Era,100000
2978,TOKAT ,Hyundai,Elantra,225000
2979,TOKAT ,Hyundai,Accent,50333
2980,TOKAT ,Seat,Ibiza,166000
2981,TOKAT ,Seat,Altea,78750
2982,TOKAT ,Opel,Astra,88166
2983,TOKAT ,Opel,Vectra,87000
2984,TOKAT ,Opel,Corsa,62246
2985,TOKAT ,Skoda,SuperB,192000
2986,TOKAT ,Peugeot,301,121000
2987,TOKAT ,Audi,A4,690000
2988,TOKAT ,Nissan,Almera,51500
2989,TRABZON ,Volkswagen,Passat,135500
2990,TRABZON ,Volkswagen,Polo,155000
2991,TRABZON ,Volkswagen,Jetta,191750
2992,TRABZON ,Volkswagen,Golf,124250
2993,TRABZON ,Volkswagen,Passat Variant,206000
2994,TRABZON ,Honda,Civic,168833
2995,TRABZON ,Ford,Focus,164375
2996,TRABZON ,Ford,Fiesta,45500
2997,TRABZON ,Renault,Clio,87700
2998,TRABZON ,Renault,R 9,35583
2999,TRABZON ,Renault,Fluence,144875
3000,TRABZON ,Renault,Megane,139833
3001,TRABZON ,Renault,Symbol,75166
3002,TRABZON ,Tofaş,Doğan,38000
3003,TRABZON ,Tofaş,Şahin,30250
3004,TRABZON ,Tofaş,Kartal,55000
3005,TRABZON ,Fiat,Linea,76166
3006,TRABZON ,Fiat,Egea,143250
3007,TRABZON ,Fiat,Palio,46250
3008,TRABZON ,Fiat,Punto,92500
3009,TRABZON ,Fiat,Tempra,34000
3010,TRABZON ,Mercedes - Benz,E,451000
3011,TRABZON ,Mercedes - Benz,C,258700
3012,TRABZON ,Mercedes - Benz,S,175000
3013,TRABZON ,Mercedes - Benz,200,65000
3014,TRABZON ,BMW,3 Serisi,380000
3015,TRABZON ,Dacia,Sandero,134500
3016,TRABZON ,Dacia,Logan,116000
3017,TRABZON ,Toyota,Corolla,256000
3018,TRABZON ,Toyota,Yaris,154750
3019,TRABZON ,Toyota,GT 86,360000
3020,TRABZON ,Hyundai,Accent Blue,165500
3021,TRABZON ,Hyundai,i20,157333
3022,TRABZON ,Hyundai,i30,153000
3023,TRABZON ,Hyundai,Getz,114000
3024,TRABZON ,Hyundai,Accent Era,83900
3025,TRABZON ,Hyundai,i20 Active,170000
3026,TRABZON ,Seat,Leon,278500
3027,TRABZON ,Seat,Ibiza,158000
3028,TRABZON ,Opel,Astra,126416
3029,TRABZON ,Opel,Vectra,58000
3030,TRABZON ,Opel,Corsa,113000
3031,TRABZON ,Opel,Insignia,241500
3032,TRABZON ,Skoda,Octavia,189750
3033,TRABZON ,Skoda,SuperB,255500
3034,TRABZON ,Skoda,Rapid,201000
3035,TRABZON ,Peugeot,307,53500
3036,TRABZON ,Peugeot,207,99062
3037,TRABZON ,Peugeot,407,85000
3038,TRABZON ,Peugeot,406,60200
3039,TRABZON ,MINI,Cooper Clubman,245000
3040,TUNCELİ ,Volkswagen,Passat,202990
3041,TUNCELİ ,Volkswagen,Polo,75000
3042,TUNCELİ ,Volkswagen,Jetta,133250
3043,TUNCELİ ,Volkswagen,Golf,100000
3044,TUNCELİ ,Volkswagen,Scirocco,165000
3045,TUNCELİ ,Volkswagen,Passat Variant,250000
3046,TUNCELİ ,Honda,Civic,222000
3047,TUNCELİ ,Ford,Focus,173500
3048,TUNCELİ ,Renault,Clio,72000
3049,TUNCELİ ,Renault,Fluence,117500
3050,TUNCELİ ,Renault,Megane,162400
3051,TUNCELİ ,Renault,Latitude,259900
3052,TUNCELİ ,Renault,Symbol,115000
3053,TUNCELİ ,Fiat,Linea,102500
3054,TUNCELİ ,Fiat,Punto,74000
3055,TUNCELİ ,Fiat,Uno,25000
3056,TUNCELİ ,Fiat,Albea,70000
3057,TUNCELİ ,Mercedes - Benz,300,70000
3058,TUNCELİ ,BMW,3 Serisi,132750
3059,TUNCELİ ,Toyota,Corolla,123500
3060,TUNCELİ ,Hyundai,i20,130000
3061,TUNCELİ ,Hyundai,Accent,56750
3062,TUNCELİ ,Seat,Leon,151250
3063,TUNCELİ ,Opel,Astra,136625
3064,TUNCELİ ,Opel,Vectra,74750
3065,TUNCELİ ,Citroen,C-Elysee,112500
3066,TUNCELİ ,Skoda,Fabia,100000
3067,TUNCELİ ,Skoda,Octavia,225000
3068,TUNCELİ ,Peugeot,301,99000
3069,TUNCELİ ,Volvo,S60,94500
3070,TUNCELİ ,Audi,A3,205000
3071,TUNCELİ ,Audi,A4,235000
3072,TUNCELİ ,Mazda,3,99750
3073,TUNCELİ ,Tata,Indigo,60000
3074,ŞANLIURFA ,Volkswagen,Passat,202666
3075,ŞANLIURFA ,Volkswagen,Polo,96166
3076,ŞANLIURFA ,Volkswagen,Jetta,162500
3077,ŞANLIURFA ,Volkswagen,Bora,54900
3078,ŞANLIURFA ,Volkswagen,Passat Variant,145000
3079,ŞANLIURFA ,Honda,Civic,112500
3080,ŞANLIURFA ,Ford,Focus,131625
3081,ŞANLIURFA ,Ford,Fiesta,77666
3082,ŞANLIURFA ,Ford,C-Max,74000
3083,ŞANLIURFA ,Renault,Clio,79200
3084,ŞANLIURFA ,Renault,R 12,59375
3085,ŞANLIURFA ,Renault,Fluence,117271
3086,ŞANLIURFA ,Renault,Megane,47500
3087,ŞANLIURFA ,Renault,Laguna,72000
3088,ŞANLIURFA ,Renault,Symbol,92041
3089,ŞANLIURFA ,Renault,R 19,40000
3090,ŞANLIURFA ,Tofaş,Doğan,55500
3091,ŞANLIURFA ,Chevrolet,Cruze,115000
